v,k,t,size,low_bd,schoenheim,gap,gap_schoenheim,"C(v,t)","C(k,t)",last_improvement,years_stale,n_improvements,eligible,sweet
16,8,2,6,6,6,0,0,120,28,1996-11-14,29.3,1,0,0
17,8,2,7,7,7,0,0,136,28,1996-11-14,29.3,1,0,0
18,8,2,7,7,7,0,0,153,28,1996-11-14,29.3,1,0,0
19,8,2,9,9,8,0,1,171,28,1996-11-14,29.3,1,0,0
20,8,2,9,9,8,0,1,190,28,1996-11-14,29.3,1,0,0
21,8,2,11,11,8,0,3,210,28,1996-11-14,29.3,1,0,0
22,8,2,11,11,9,0,2,231,28,1996-11-14,29.3,1,0,0
23,8,2,12,12,12,0,0,253,28,1996-11-14,29.3,1,0,0
24,8,2,12,12,12,0,0,276,28,1996-11-14,29.3,1,0,0
25,8,2,13,13,13,0,0,300,28,1996-11-14,29.3,1,0,0
26,8,2,13,13,13,0,0,325,28,1996-11-14,29.3,1,0,0
29,8,2,18,18,15,0,3,406,28,1996-11-14,29.3,1,0,0
30,8,2,19,19,19,0,0,435,28,1996-11-14,29.3,1,0,0
31,8,2,20,20,20,0,0,465,28,1996-11-14,29.3,1,0,0
32,8,2,20,20,20,0,0,496,28,1996-11-14,29.3,1,0,0
10,9,2,3,3,3,0,0,45,36,1996-11-14,29.3,1,0,0
11,9,2,3,3,3,0,0,55,36,1996-11-14,29.3,1,0,0
12,9,2,3,3,3,0,0,66,36,1996-11-14,29.3,1,0,0
13,9,2,3,3,3,0,0,78,36,1996-11-14,29.3,1,0,0
14,9,2,4,4,4,0,0,91,36,1996-11-14,29.3,1,0,0
15,9,2,4,4,4,0,0,105,36,1996-11-14,29.3,1,0,0
16,9,2,5,5,4,0,1,120,36,1996-11-14,29.3,1,0,0
17,9,2,6,6,4,0,2,136,36,1996-11-14,29.3,1,0,0
18,9,2,6,6,6,0,0,153,36,1996-11-14,29.3,1,0,0
19,9,2,7,7,7,0,0,171,36,1996-11-14,29.3,1,0,0
20,9,2,7,7,7,0,0,190,36,1996-11-14,29.3,1,0,0
21,9,2,7,7,7,0,0,210,36,1996-11-14,29.3,1,0,0
22,9,2,9,9,8,0,1,231,36,1996-11-14,29.3,1,0,0
23,9,2,10,10,8,0,2,253,36,1996-11-14,29.3,1,0,0
24,9,2,11,11,8,0,3,276,36,1996-11-14,29.3,1,0,0
25,9,2,11,11,9,0,2,300,36,1996-11-14,29.3,1,0,0
26,9,2,12,12,12,0,0,325,36,1996-11-14,29.3,1,0,0
27,9,2,12,12,12,0,0,351,36,1996-11-14,29.3,1,0,0
29,9,2,14,14,13,0,1,406,36,1996-11-14,29.3,1,0,0
30,9,2,15,15,14,0,1,435,36,1996-11-14,29.3,1,0,0
11,10,2,3,3,3,0,0,55,45,1996-11-14,29.3,1,0,0
12,10,2,3,3,3,0,0,66,45,1996-11-14,29.3,1,0,0
13,10,2,3,3,3,0,0,78,45,1996-11-14,29.3,1,0,0
14,10,2,3,3,3,0,0,91,45,1996-11-14,29.3,1,0,0
15,10,2,3,3,3,0,0,105,45,1996-11-14,29.3,1,0,0
16,10,2,4,4,4,0,0,120,45,1996-11-14,29.3,1,0,0
17,10,2,5,5,4,0,1,136,45,1996-11-14,29.3,1,0,0
18,10,2,5,5,4,0,1,153,45,1996-11-14,29.3,1,0,0
19,10,2,6,6,4,0,2,171,45,1996-11-14,29.3,1,0,0
20,10,2,6,6,6,0,0,190,45,1996-11-14,29.3,1,0,0
21,10,2,7,7,7,0,0,210,45,1996-11-14,29.3,1,0,0
22,10,2,7,7,7,0,0,231,45,1996-11-14,29.3,1,0,0
23,10,2,8,8,7,0,1,253,45,1996-11-14,29.3,1,0,0
24,10,2,8,8,8,0,0,276,45,1996-11-14,29.3,1,0,0
26,10,2,10,10,8,0,2,325,45,1996-11-14,29.3,1,0,0
30,10,2,13,13,12,0,1,435,45,1996-11-14,29.3,1,0,0
31,10,2,13,13,13,0,0,465,45,1996-11-14,29.3,1,0,0
12,11,2,3,3,3,0,0,66,55,1996-11-14,29.3,1,0,0
13,11,2,3,3,3,0,0,78,55,1996-11-14,29.3,1,0,0
14,11,2,3,3,3,0,0,91,55,1996-11-14,29.3,1,0,0
15,11,2,3,3,3,0,0,105,55,1996-11-14,29.3,1,0,0
16,11,2,3,3,3,0,0,120,55,1996-11-14,29.3,1,0,0
17,11,2,4,4,4,0,0,136,55,1996-11-14,29.3,1,0,0
18,11,2,4,4,4,0,0,153,55,1996-11-14,29.3,1,0,0
19,11,2,5,5,4,0,1,171,55,1996-11-14,29.3,1,0,0
20,11,2,6,6,4,0,2,190,55,1996-11-14,29.3,1,0,0
21,11,2,6,6,4,0,2,210,55,1996-11-14,29.3,1,0,0
22,11,2,6,6,6,0,0,231,55,1996-11-14,29.3,1,0,0
23,11,2,7,7,7,0,0,253,55,1996-11-14,29.3,1,0,0
24,11,2,7,7,7,0,0,276,55,1996-11-14,29.3,1,0,0
25,11,2,7,7,7,0,0,300,55,1996-11-14,29.3,1,0,0
26,11,2,8,8,8,0,0,325,55,1996-11-14,29.3,1,0,0
27,11,2,9,9,8,0,1,351,55,1996-11-14,29.3,1,0,0
29,11,2,10,10,8,0,2,406,55,1996-11-14,29.3,1,0,0
30,11,2,11,11,9,0,2,435,55,1996-11-14,29.3,1,0,0
32,11,2,12,12,12,0,0,496,55,1996-11-14,29.3,1,0,0
13,12,2,3,3,3,0,0,78,66,1996-11-14,29.3,1,0,0
14,12,2,3,3,3,0,0,91,66,1996-11-14,29.3,1,0,0
15,12,2,3,3,3,0,0,105,66,1996-11-14,29.3,1,0,0
16,12,2,3,3,3,0,0,120,66,1996-11-14,29.3,1,0,0
17,12,2,3,3,3,0,0,136,66,1996-11-14,29.3,1,0,0
18,12,2,3,3,3,0,0,153,66,1996-11-14,29.3,1,0,0
19,12,2,4,4,4,0,0,171,66,1996-11-14,29.3,1,0,0
20,12,2,4,4,4,0,0,190,66,1996-11-14,29.3,1,0,0
21,12,2,5,5,4,0,1,210,66,1996-11-14,29.3,1,0,0
22,12,2,6,6,4,0,2,231,66,1996-11-14,29.3,1,0,0
23,12,2,6,6,4,0,2,253,66,1996-11-14,29.3,1,0,0
24,12,2,6,6,6,0,0,276,66,1996-11-14,29.3,1,0,0
26,12,2,7,7,7,0,0,325,66,1996-11-14,29.3,1,0,0
27,12,2,7,7,7,0,0,351,66,1996-11-14,29.3,1,0,0
28,12,2,7,7,7,0,0,378,66,1996-11-14,29.3,1,0,0
29,12,2,9,9,8,0,1,406,66,1996-11-14,29.3,1,0,0
30,12,2,9,9,8,0,1,435,66,1996-11-14,29.3,1,0,0
32,12,2,10,10,8,0,2,496,66,1996-11-14,29.3,1,0,0
14,13,2,3,3,3,0,0,91,78,1996-11-14,29.3,1,0,0
15,13,2,3,3,3,0,0,105,78,1996-11-14,29.3,1,0,0
16,13,2,3,3,3,0,0,120,78,1996-11-14,29.3,1,0,0
17,13,2,3,3,3,0,0,136,78,1996-11-14,29.3,1,0,0
18,13,2,3,3,3,0,0,153,78,1996-11-14,29.3,1,0,0
19,13,2,3,3,3,0,0,171,78,1996-11-14,29.3,1,0,0
20,13,2,4,4,4,0,0,190,78,1996-11-14,29.3,1,0,0
21,13,2,4,4,4,0,0,210,78,1996-11-14,29.3,1,0,0
22,13,2,5,5,4,0,1,231,78,1996-11-14,29.3,1,0,0
23,13,2,5,5,4,0,1,253,78,1996-11-14,29.3,1,0,0
24,13,2,6,6,4,0,2,276,78,1996-11-14,29.3,1,0,0
26,13,2,6,6,6,0,0,325,78,1996-11-14,29.3,1,0,0
28,13,2,7,7,7,0,0,378,78,1996-11-14,29.3,1,0,0
29,13,2,7,7,7,0,0,406,78,1996-11-14,29.3,1,0,0
30,13,2,8,8,7,0,1,435,78,1996-11-14,29.3,1,0,0
31,13,2,8,8,8,0,0,465,78,1996-11-14,29.3,1,0,0
32,13,2,9,9,8,0,1,496,78,1996-11-14,29.3,1,0,0
15,14,2,3,3,3,0,0,105,91,1996-11-14,29.3,1,0,0
16,14,2,3,3,3,0,0,120,91,1996-11-14,29.3,1,0,0
17,14,2,3,3,3,0,0,136,91,1996-11-14,29.3,1,0,0
18,14,2,3,3,3,0,0,153,91,1996-11-14,29.3,1,0,0
19,14,2,3,3,3,0,0,171,91,1996-11-14,29.3,1,0,0
20,14,2,3,3,3,0,0,190,91,1996-11-14,29.3,1,0,0
21,14,2,3,3,3,0,0,210,91,1996-11-14,29.3,1,0,0
22,14,2,4,4,4,0,0,231,91,1996-11-14,29.3,1,0,0
23,14,2,4,4,4,0,0,253,91,1996-11-14,29.3,1,0,0
24,14,2,5,5,4,0,1,276,91,1996-11-14,29.3,1,0,0
25,14,2,5,5,4,0,1,300,91,1996-11-14,29.3,1,0,0
30,14,2,7,7,7,0,0,435,91,1996-11-14,29.3,1,0,0
31,14,2,7,7,7,0,0,465,91,1996-11-14,29.3,1,0,0
32,14,2,7,7,7,0,0,496,91,1996-11-14,29.3,1,0,0
16,15,2,3,3,3,0,0,120,105,1996-11-14,29.3,1,0,0
17,15,2,3,3,3,0,0,136,105,1996-11-14,29.3,1,0,0
18,15,2,3,3,3,0,0,153,105,1996-11-14,29.3,1,0,0
19,15,2,3,3,3,0,0,171,105,1996-11-14,29.3,1,0,0
20,15,2,3,3,3,0,0,190,105,1996-11-14,29.3,1,0,0
21,15,2,3,3,3,0,0,210,105,1996-11-14,29.3,1,0,0
22,15,2,3,3,3,0,0,231,105,1996-11-14,29.3,1,0,0
23,15,2,4,4,4,0,0,253,105,1996-11-14,29.3,1,0,0
24,15,2,4,4,4,0,0,276,105,1996-11-14,29.3,1,0,0
25,15,2,4,4,4,0,0,300,105,1996-11-14,29.3,1,0,0
27,15,2,5,5,4,0,1,351,105,1996-11-14,29.3,1,0,0
30,15,2,6,6,6,0,0,435,105,1996-11-14,29.3,1,0,0
32,15,2,7,7,7,0,0,496,105,1996-11-14,29.3,1,0,0
17,16,2,3,3,3,0,0,136,120,1996-11-14,29.3,1,0,0
18,16,2,3,3,3,0,0,153,120,1996-11-14,29.3,1,0,0
19,16,2,3,3,3,0,0,171,120,1996-11-14,29.3,1,0,0
20,16,2,3,3,3,0,0,190,120,1996-11-14,29.3,1,0,0
21,16,2,3,3,3,0,0,210,120,1996-11-14,29.3,1,0,0
22,16,2,3,3,3,0,0,231,120,1996-11-14,29.3,1,0,0
23,16,2,3,3,3,0,0,253,120,1996-11-14,29.3,1,0,0
24,16,2,3,3,3,0,0,276,120,1996-11-14,29.3,1,0,0
25,16,2,4,4,4,0,0,300,120,1996-11-14,29.3,1,0,0
26,16,2,4,4,4,0,0,325,120,1996-11-14,29.3,1,0,0
32,16,2,6,6,6,0,0,496,120,1996-11-14,29.3,1,0,0
5,4,3,4,4,4,0,0,10,4,1996-11-14,29.3,1,0,0
6,4,3,6,6,6,0,0,20,4,1996-11-14,29.3,1,0,0
8,4,3,14,14,14,0,0,56,4,1996-11-14,29.3,1,0,0
9,4,3,25,25,25,0,0,84,4,1996-11-14,29.3,1,0,0
11,4,3,47,47,47,0,0,165,4,1996-11-14,29.3,1,0,0
12,4,3,57,57,57,0,0,220,4,1996-11-14,29.3,1,0,0
13,4,3,78,78,78,0,0,286,4,1996-11-14,29.3,1,0,0
14,4,3,91,91,91,0,0,364,4,1996-11-14,29.3,1,0,0
15,4,3,124,124,124,0,0,455,4,1996-11-14,29.3,1,0,0
16,4,3,140,140,140,0,0,560,4,1996-11-14,29.3,1,0,0
17,4,3,183,183,183,0,0,680,4,1996-11-14,29.3,1,0,0
18,4,3,207,207,207,0,0,816,4,1996-11-14,29.3,1,0,0
20,4,3,285,285,285,0,0,1140,4,1996-11-14,29.3,1,0,0
21,4,3,352,352,352,0,0,1330,4,1996-11-14,29.3,1,0,0
22,4,3,385,385,385,0,0,1540,4,1996-11-14,29.3,1,0,0
23,4,3,466,466,466,0,0,1771,4,1996-11-14,29.3,1,0,0
25,4,3,600,600,600,0,0,2300,4,1996-11-14,29.3,1,0,0
26,4,3,650,650,650,0,0,2600,4,1996-11-14,29.3,1,0,0
27,4,3,763,763,763,0,0,2925,4,1996-11-14,29.3,1,0,0
28,4,3,819,819,819,0,0,3276,4,1996-11-14,29.3,1,0,0
29,4,3,950,950,950,0,0,3654,4,1996-11-14,29.3,1,0,0
30,4,3,1020,1020,1020,0,0,4060,4,1996-11-14,29.3,1,0,0
32,4,3,1240,1240,1240,0,0,4960,4,1996-11-14,29.3,1,0,0
6,5,3,4,4,4,0,0,20,10,1996-11-14,29.3,1,0,0
7,5,3,5,5,5,0,0,35,10,1996-11-14,29.3,1,0,0
8,5,3,8,8,7,0,1,56,10,1996-11-14,29.3,1,0,0
9,5,3,12,12,11,0,1,84,10,1996-11-14,29.3,1,0,0
11,5,3,20,20,18,0,2,165,10,1996-11-14,29.3,1,0,0
18,5,3,94,94,94,0,0,816,10,1996-11-14,29.3,1,0,0
27,5,3,319,319,319,0,0,2925,10,1996-11-14,29.3,1,0,0
8,6,3,4,4,4,0,0,56,20,1996-11-14,29.3,1,0,0
9,6,3,7,7,6,0,1,84,20,1996-11-14,29.3,1,0,0
10,6,3,10,10,7,0,3,120,20,1996-11-14,29.3,1,0,0
11,6,3,11,11,11,0,0,165,20,1996-11-14,29.3,1,0,0
12,6,3,15,15,14,0,1,220,20,1996-11-14,29.3,1,0,0
18,6,3,48,48,42,0,6,816,20,1996-11-14,29.3,1,0,0
22,6,3,77,77,77,0,0,1540,20,1996-11-14,29.3,1,0,0
23,6,3,104,104,104,0,0,1771,20,1996-11-14,29.3,1,0,0
27,6,3,167,167,167,0,0,2925,20,1996-11-14,29.3,1,0,0
8,7,3,4,4,4,0,0,56,35,1996-11-14,29.3,1,0,0
9,7,3,4,4,4,0,0,84,35,1996-11-14,29.3,1,0,0
10,7,3,6,6,5,0,1,120,35,1996-11-14,29.3,1,0,0
11,7,3,8,8,7,0,1,165,35,1996-11-14,29.3,1,0,0
12,7,3,11,11,7,0,4,220,35,1996-11-14,29.3,1,0,0
13,7,3,13,13,12,0,1,286,35,1996-11-14,29.3,1,0,0
14,7,3,15,15,14,0,1,364,35,1996-11-14,29.3,1,0,0
15,7,3,15,15,15,0,0,455,35,1996-11-14,29.3,1,0,0
9,8,3,4,4,4,0,0,84,56,1996-11-14,29.3,1,0,0
10,8,3,4,4,4,0,0,120,56,1996-11-14,29.3,1,0,0
11,8,3,5,5,5,0,0,165,56,1996-11-14,29.3,1,0,0
12,8,3,6,6,6,0,0,220,56,1996-11-14,29.3,1,0,0
13,8,3,10,10,7,0,3,286,56,1996-11-14,29.3,1,0,0
14,8,3,11,11,7,0,4,364,56,1996-11-14,29.3,1,0,0
16,8,3,14,14,14,0,0,560,56,1996-11-14,29.3,1,0,0
10,9,3,4,4,4,0,0,120,84,1996-11-14,29.3,1,0,0
11,9,3,4,4,4,0,0,165,84,1996-11-14,29.3,1,0,0
12,9,3,4,4,4,0,0,220,84,1996-11-14,29.3,1,0,0
13,9,3,6,6,5,0,1,286,84,1996-11-14,29.3,1,0,0
14,9,3,8,8,7,0,1,364,84,1996-11-14,29.3,1,0,0
15,9,3,10,10,7,0,3,455,84,1996-11-14,29.3,1,0,0
16,9,3,11,11,8,0,3,560,84,1996-11-14,29.3,1,0,0
27,9,3,39,39,39,0,0,2925,84,1996-11-14,29.3,1,0,0
11,10,3,4,4,4,0,0,165,120,1996-11-14,29.3,1,0,0
12,10,3,4,4,4,0,0,220,120,1996-11-14,29.3,1,0,0
13,10,3,4,4,4,0,0,286,120,1996-11-14,29.3,1,0,0
14,10,3,5,5,5,0,0,364,120,1996-11-14,29.3,1,0,0
15,10,3,7,7,6,0,1,455,120,1996-11-14,29.3,1,0,0
16,10,3,8,8,7,0,1,560,120,1996-11-14,29.3,1,0,0
17,10,3,11,11,7,0,4,680,120,1996-11-14,29.3,1,0,0
24,10,3,24,24,20,0,4,2024,120,1996-11-14,29.3,1,0,0
12,11,3,4,4,4,0,0,220,165,1996-11-14,29.3,1,0,0
13,11,3,4,4,4,0,0,286,165,1996-11-14,29.3,1,0,0
14,11,3,4,4,4,0,0,364,165,1996-11-14,29.3,1,0,0
15,11,3,5,5,5,0,0,455,165,1996-11-14,29.3,1,0,0
16,11,3,6,6,5,0,1,560,165,1996-11-14,29.3,1,0,0
17,11,3,7,7,7,0,0,680,165,1996-11-14,29.3,1,0,0
23,11,3,15,15,15,0,0,1771,165,1996-11-14,29.3,1,0,0
13,12,3,4,4,4,0,0,286,220,1996-11-14,29.3,1,0,0
14,12,3,4,4,4,0,0,364,220,1996-11-14,29.3,1,0,0
15,12,3,4,4,4,0,0,455,220,1996-11-14,29.3,1,0,0
16,12,3,4,4,4,0,0,560,220,1996-11-14,29.3,1,0,0
17,12,3,6,6,5,0,1,680,220,1996-11-14,29.3,1,0,0
18,12,3,6,6,6,0,0,816,220,1996-11-14,29.3,1,0,0
19,12,3,9,9,7,0,2,969,220,1996-11-14,29.3,1,0,0
21,12,3,11,11,7,0,4,1330,220,1996-11-14,29.3,1,0,0
22,12,3,11,11,8,0,3,1540,220,1996-11-14,29.3,1,0,0
24,12,3,14,14,14,0,0,2024,220,1996-11-14,29.3,1,0,0
14,13,3,4,4,4,0,0,364,286,1996-11-14,29.3,1,0,0
15,13,3,4,4,4,0,0,455,286,1996-11-14,29.3,1,0,0
16,13,3,4,4,4,0,0,560,286,1996-11-14,29.3,1,0,0
17,13,3,4,4,4,0,0,680,286,1996-11-14,29.3,1,0,0
18,13,3,5,5,5,0,0,816,286,1996-11-14,29.3,1,0,0
19,13,3,6,6,5,0,1,969,286,1996-11-14,29.3,1,0,0
20,13,3,8,8,7,0,1,1140,286,1996-11-14,29.3,1,0,0
21,13,3,9,9,7,0,2,1330,286,1996-11-14,29.3,1,0,0
23,13,3,11,11,8,0,3,1771,286,1996-11-14,29.3,1,0,0
27,13,3,15,15,15,0,0,2925,286,1996-11-14,29.3,1,0,0
15,14,3,4,4,4,0,0,455,364,1996-11-14,29.3,1,0,0
16,14,3,4,4,4,0,0,560,364,1996-11-14,29.3,1,0,0
17,14,3,4,4,4,0,0,680,364,1996-11-14,29.3,1,0,0
18,14,3,4,4,4,0,0,816,364,1996-11-14,29.3,1,0,0
19,14,3,5,5,5,0,0,969,364,1996-11-14,29.3,1,0,0
20,14,3,6,6,5,0,1,1140,364,1996-11-14,29.3,1,0,0
21,14,3,7,7,6,0,1,1330,364,1996-11-14,29.3,1,0,0
22,14,3,8,8,7,0,1,1540,364,1996-11-14,29.3,1,0,0
29,14,3,15,15,15,0,0,3654,364,1996-11-14,29.3,1,0,0
30,14,3,15,15,15,0,0,4060,364,1996-11-14,29.3,1,0,0
16,15,3,4,4,4,0,0,560,455,1996-11-14,29.3,1,0,0
17,15,3,4,4,4,0,0,680,455,1996-11-14,29.3,1,0,0
18,15,3,4,4,4,0,0,816,455,1996-11-14,29.3,1,0,0
19,15,3,4,4,4,0,0,969,455,1996-11-14,29.3,1,0,0
21,15,3,5,5,5,0,0,1330,455,1996-11-14,29.3,1,0,0
22,15,3,6,6,5,0,1,1540,455,1996-11-14,29.3,1,0,0
23,15,3,7,7,7,0,0,1771,455,1996-11-14,29.3,1,0,0
24,15,3,8,8,7,0,1,2024,455,1996-11-14,29.3,1,0,0
27,15,3,11,11,8,0,3,2925,455,1996-11-14,29.3,1,0,0
31,15,3,15,15,15,0,0,4495,455,1996-11-14,29.3,1,0,0
22,16,3,5,5,5,0,0,1540,560,1996-11-14,29.3,1,0,0
23,16,3,6,6,5,0,1,1771,560,1996-11-14,29.3,1,0,0
24,16,3,6,6,6,0,0,2024,560,1996-11-14,29.3,1,0,0
25,16,3,8,8,7,0,1,2300,560,1996-11-14,29.3,1,0,0
31,16,3,14,14,12,0,2,4495,560,1996-11-14,29.3,1,0,0
32,16,3,14,14,14,0,0,4960,560,1996-11-14,29.3,1,0,0
6,5,4,5,5,5,0,0,15,5,1996-11-14,29.3,1,0,0
7,5,4,9,9,9,0,0,35,5,1996-11-14,29.3,1,0,0
8,5,4,20,20,18,0,2,70,5,1996-11-14,29.3,1,0,0
9,5,4,30,30,26,0,4,126,5,1996-11-14,29.3,1,0,0
11,5,4,66,66,66,0,0,330,5,1996-11-14,29.3,1,0,0
12,5,4,113,113,113,0,0,495,5,1996-11-14,29.3,1,0,0
23,5,4,1771,1771,1771,0,0,8855,5,1996-11-14,29.3,1,0,0
24,5,4,2237,2237,2237,0,0,10626,5,1996-11-14,29.3,1,0,0
7,6,4,5,5,5,0,0,35,15,1996-11-14,29.3,1,0,0
8,6,4,7,7,7,0,0,70,15,1996-11-14,29.3,1,0,0
9,6,4,12,12,11,0,1,126,15,1996-11-14,29.3,1,0,0
11,6,4,32,32,26,0,6,330,15,1996-11-14,29.3,1,0,0
27,6,4,1170,1170,1170,0,0,17550,15,1996-11-14,29.3,1,0,0
28,6,4,1489,1489,1489,0,0,20475,15,1996-11-14,29.3,1,0,0
8,7,4,5,5,5,0,0,70,35,1996-11-14,29.3,1,0,0
9,7,4,6,6,6,0,0,126,35,1996-11-14,29.3,1,0,0
10,7,4,10,10,9,0,1,210,35,1996-11-14,29.3,1,0,0
11,7,4,17,17,11,0,6,330,35,1996-11-14,29.3,1,0,0
23,7,4,253,253,253,0,0,8855,35,1996-11-14,29.3,1,0,0
24,7,4,357,357,357,0,0,10626,35,1996-11-14,29.3,1,0,0
9,8,4,5,5,5,0,0,126,70,1996-11-14,29.3,1,0,0
10,8,4,5,5,5,0,0,210,70,1996-11-14,29.3,1,0,0
11,8,4,9,9,7,0,2,330,70,1996-11-14,29.3,1,0,0
12,8,4,12,12,11,0,1,495,70,1996-11-14,29.3,1,0,0
16,8,4,30,30,30,0,0,1820,70,1996-11-14,29.3,1,0,0
10,9,4,5,5,5,0,0,210,126,1996-11-14,29.3,1,0,0
11,9,4,5,5,5,0,0,330,126,1996-11-14,29.3,1,0,0
12,9,4,8,8,7,0,1,495,126,1996-11-14,29.3,1,0,0
13,9,4,10,10,9,0,1,715,126,1996-11-14,29.3,1,0,0
14,9,4,16,16,11,0,5,1001,126,1996-11-14,29.3,1,0,0
11,10,4,5,5,5,0,0,330,210,1996-11-14,29.3,1,0,0
12,10,4,5,5,5,0,0,495,210,1996-11-14,29.3,1,0,0
13,10,4,7,7,6,0,1,715,210,1996-11-14,29.3,1,0,0
14,10,4,9,9,7,0,2,1001,210,1996-11-14,29.3,1,0,0
12,11,4,5,5,5,0,0,495,330,1996-11-14,29.3,1,0,0
13,11,4,5,5,5,0,0,715,330,1996-11-14,29.3,1,0,0
14,11,4,6,6,6,0,0,1001,330,1996-11-14,29.3,1,0,0
15,11,4,8,8,7,0,1,1365,330,1996-11-14,29.3,1,0,0
16,11,4,12,12,9,0,3,1820,330,1996-11-14,29.3,1,0,0
13,12,4,5,5,5,0,0,715,495,1996-11-14,29.3,1,0,0
14,12,4,5,5,5,0,0,1001,495,1996-11-14,29.3,1,0,0
15,12,4,5,5,5,0,0,1365,495,1996-11-14,29.3,1,0,0
16,12,4,7,7,7,0,0,1820,495,1996-11-14,29.3,1,0,0
17,12,4,10,10,8,0,2,2380,495,1996-11-14,29.3,1,0,0
18,12,4,12,12,11,0,1,3060,495,1996-11-14,29.3,1,0,0
14,13,4,5,5,5,0,0,1001,715,1996-11-14,29.3,1,0,0
15,13,4,5,5,5,0,0,1365,715,1996-11-14,29.3,1,0,0
16,13,4,5,5,5,0,0,1820,715,1996-11-14,29.3,1,0,0
17,13,4,7,7,6,0,1,2380,715,1996-11-14,29.3,1,0,0
18,13,4,9,9,7,0,2,3060,715,1996-11-14,29.3,1,0,0
19,13,4,11,11,9,0,2,3876,715,1996-11-14,29.3,1,0,0
15,14,4,5,5,5,0,0,1365,1001,1996-11-14,29.3,1,0,0
16,14,4,5,5,5,0,0,1820,1001,1996-11-14,29.3,1,0,0
17,14,4,5,5,5,0,0,2380,1001,1996-11-14,29.3,1,0,0
18,14,4,6,6,6,0,0,3060,1001,1996-11-14,29.3,1,0,0
19,14,4,9,9,7,0,2,3876,1001,1996-11-14,29.3,1,0,0
20,14,4,10,10,8,0,2,4845,1001,1996-11-14,29.3,1,0,0
16,15,4,5,5,5,0,0,1820,1365,1996-11-14,29.3,1,0,0
17,15,4,5,5,5,0,0,2380,1365,1996-11-14,29.3,1,0,0
18,15,4,5,5,5,0,0,3060,1365,1996-11-14,29.3,1,0,0
19,15,4,6,6,6,0,0,3876,1365,1996-11-14,29.3,1,0,0
20,15,4,8,8,7,0,1,4845,1365,1996-11-14,29.3,1,0,0
21,15,4,9,9,7,0,2,5985,1365,1996-11-14,29.3,1,0,0
31,15,4,31,31,31,0,0,31465,1365,1996-11-14,29.3,1,0,0
21,16,4,7,7,6,0,1,5985,1820,1996-11-14,29.3,1,0,0
22,16,4,9,9,7,0,2,7315,1820,1996-11-14,29.3,1,0,0
32,16,4,30,30,30,0,0,35960,1820,1996-11-14,29.3,1,0,0
7,6,5,6,6,6,0,0,21,6,1996-11-14,29.3,1,0,0
8,6,5,12,12,12,0,0,56,6,1996-11-14,29.3,1,0,0
12,6,5,132,132,132,0,0,792,6,1996-11-14,29.3,1,0,0
13,6,5,245,245,245,0,0,1287,6,1996-11-14,29.3,1,0,0
24,6,5,7084,7084,7084,0,0,42504,6,1996-11-14,29.3,1,0,0
25,6,5,9321,9321,9321,0,0,53130,6,1996-11-14,29.3,1,0,0
8,7,5,6,6,6,0,0,56,21,1996-11-14,29.3,1,0,0
9,7,5,9,9,9,0,0,126,21,1996-11-14,29.3,1,0,0
10,7,5,20,20,16,0,4,252,21,1996-11-14,29.3,1,0,0
11,7,5,34,34,30,0,4,462,21,1996-11-14,29.3,1,0,0
28,7,5,4680,4680,4680,0,0,98280,21,1996-11-14,29.3,1,0,0
29,7,5,6169,6169,6169,0,0,118755,21,1996-11-14,29.3,1,0,0
9,8,5,6,6,6,0,0,126,56,1996-11-14,29.3,1,0,0
10,8,5,8,8,8,0,0,252,56,1996-11-14,29.3,1,0,0
11,8,5,16,16,13,0,3,462,56,1996-11-14,29.3,1,0,0
12,8,5,26,26,17,0,9,792,56,1996-11-14,29.3,1,0,0
24,8,5,759,759,759,0,0,42504,56,1996-11-14,29.3,1,0,0
25,8,5,1116,1116,1116,0,0,53130,56,1996-11-14,29.3,1,0,0
10,9,5,6,6,6,0,0,252,126,1996-11-14,29.3,1,0,0
11,9,5,7,7,7,0,0,462,126,1996-11-14,29.3,1,0,0
12,9,5,12,12,10,0,2,792,126,1996-11-14,29.3,1,0,0
13,9,5,19,19,16,0,3,1287,126,1996-11-14,29.3,1,0,0
11,10,5,6,6,6,0,0,462,252,1996-11-14,29.3,1,0,0
12,10,5,6,6,6,0,0,792,252,1996-11-14,29.3,1,0,0
13,10,5,11,11,10,0,1,1287,252,1996-11-14,29.3,1,0,0
14,10,5,14,14,13,0,1,2002,252,1996-11-14,29.3,1,0,0
12,11,5,6,6,6,0,0,792,462,1996-11-14,29.3,1,0,0
13,11,5,6,6,6,0,0,1287,462,1996-11-14,29.3,1,0,0
14,11,5,10,10,8,0,2,2002,462,1996-11-14,29.3,1,0,0
15,11,5,13,13,10,0,3,3003,462,1996-11-14,29.3,1,0,0
13,12,5,6,6,6,0,0,1287,792,1996-11-14,29.3,1,0,0
14,12,5,6,6,6,0,0,2002,792,1996-11-14,29.3,1,0,0
15,12,5,9,9,8,0,1,3003,792,1996-11-14,29.3,1,0,0
16,12,5,12,12,10,0,2,4368,792,1996-11-14,29.3,1,0,0
17,12,5,17,17,13,0,4,6188,792,1996-11-14,29.3,1,0,0
14,13,5,6,6,6,0,0,2002,1287,1996-11-14,29.3,1,0,0
15,13,5,6,6,6,0,0,3003,1287,1996-11-14,29.3,1,0,0
16,13,5,8,8,7,0,1,4368,1287,1996-11-14,29.3,1,0,0
